record_id,machine_id,machine_type,temperature_c,vibration_mms,running_hours,pressure_bar,sound_db,status
10490,M004,Compressor,49.57,3.497,1792.8,3.68,62.7,Normal
10491,M008,Fan,49.82,3.089,1532.5,3.319,76.1,Normal
10492,M005,Compressor,61.93,2.982,1274.9,3.185,67.05,Normal
10493,M010,Compressor,99.81,5.831,4686.8,4.413,81.53,Warning
10494,M016,Pump,81.98,5.45,5146.1,5.497,85.14,Warning
10495,M019,Fan,106.39,11.807,7704.5,5.41,95.3,Fault
10496,M020,Fan,62.1,3.019,1418.8,3.649,73.53,Normal
10497,M014,Compressor,77.21,1.831,520.7,4.184,61.69,Normal
10498,M015,Motor,66.12,3.392,3963.3,2.937,62.53,Normal
10499,M006,Motor,62.57,3.278,1668.1,3.046,66.08,Normal
10500,M012,Conveyor,65.74,1.638,1880.4,3.167,68.38,Normal
10501,M006,Pump,72.79,0.916,262.9,4.183,62.11,Normal
10502,M007,Pump,56.16,1.435,5027.6,4.213,61.26,Normal
10503,M016,Compressor,79.62,2.266,2126.7,3.104,61.45,Normal
10504,M014,Pump,64.27,0.887,2891.4,2.791,56.38,Normal
10505,M016,Motor,47.27,1.489,4745.8,2.879,65.31,Normal
10506,M020,Compressor,95.13,6.431,3631.4,5.363,76.95,Warning
10507,M016,Pump,48.93,1.287,27.4,3.19,60.19,Normal
10508,M008,Conveyor,65.79,2.346,3258.6,3.79,61.16,Normal
10509,M006,Conveyor,49.28,1.779,4663.8,2.902,70.01,Normal
10510,M015,Pump,117.15,10.686,8819.7,5.182,101.68,Fault
10511,M017,Conveyor,53.27,3.539,3301.9,3.98,66.43,Normal
10512,M004,Compressor,59.75,1.767,4217.7,3.525,71.98,Normal
10513,M020,Fan,50.5,2.647,2832.2,3.759,69.3,Normal
10514,M016,Pump,56.57,3.94,3857.5,3.002,65.64,Normal
10515,M018,Fan,39.35,2.399,479.2,3.278,69.51,Normal
10516,M008,Pump,49.41,2.293,609.3,4.23,62.58,Normal
10517,M019,Motor,75.18,4.592,7206.2,5.422,74.67,Warning
10518,M002,Conveyor,93.0,8.385,4209.6,5.464,83.64,Warning
10519,M017,Pump,78.27,4.782,6243.8,5.572,78.86,Warning
10520,M005,Compressor,97.52,8.246,8278.0,6.414,105.65,Fault
10521,M005,Pump,67.27,3.602,4264.8,3.155,54.06,Normal
10522,M006,Motor,67.94,3.775,931.1,3.463,65.01,Normal
10523,M009,Compressor,56.33,1.948,4675.8,3.048,65.98,Normal
10524,M007,Conveyor,49.33,3.594,654.8,3.507,73.31,Normal
10525,M015,Motor,55.92,3.186,1888.0,3.125,57.88,Normal
10526,M006,Compressor,64.3,2.53,4366.9,3.203,60.7,Normal
10527,M011,Compressor,49.8,2.132,3892.7,3.536,58.73,Normal
10528,M018,Fan,66.87,2.657,1554.0,2.96,60.82,Normal
10529,M014,Fan,44.37,2.323,2668.5,4.091,58.89,Normal
10530,M010,Motor,41.78,4.018,4466.0,3.148,62.39,Normal
10531,M006,Motor,100.11,3.938,5748.1,4.554,79.96,Warning
10532,M013,Motor,53.9,3.087,1244.4,4.333,63.77,Normal
10533,M010,Fan,40.76,3.777,1981.9,3.78,58.53,Normal
10534,M014,Fan,107.36,9.8,9182.8,6.867,107.27,Fault
10535,M006,Fan,63.38,2.758,1184.0,4.082,69.04,Normal
10536,M016,Fan,67.07,2.855,192.2,3.748,73.24,Normal
10537,M013,Motor,54.54,2.517,3957.4,4.054,66.63,Normal
10538,M020,Conveyor,59.22,2.233,562.6,3.509,69.15,Normal
10539,M017,Fan,55.22,3.853,3611.0,3.546,63.31,Normal
10540,M007,Fan,49.3,2.268,3364.2,4.347,68.63,Normal
10541,M011,Fan,94.97,4.637,6115.1,4.603,85.61,Warning
10542,M017,Fan,64.87,3.815,2187.3,3.815,57.85,Normal
10543,M003,Conveyor,45.64,1.871,4548.4,3.635,73.57,Normal
10544,M010,Pump,86.68,4.941,4289.0,5.407,75.76,Warning
10545,M014,Conveyor,81.43,5.541,4921.5,4.66,80.24,Warning
10546,M006,Motor,63.35,0.949,2035.0,3.679,63.23,Normal
10547,M004,Pump,44.14,2.667,2133.0,3.481,69.66,Normal
10548,M018,Pump,73.9,2.948,4427.1,3.876,65.95,Normal
10549,M001,Pump,43.14,2.84,4598.2,4.142,66.25,Normal
10550,M009,Compressor,84.97,6.53,5277.7,4.952,84.84,Warning
10551,M005,Compressor,51.08,4.091,1996.7,2.908,69.56,Normal
10552,M013,Compressor,49.98,2.266,2575.2,3.646,73.57,Normal
10553,M016,Compressor,78.49,6.955,7906.3,4.604,79.04,Warning
10554,M020,Pump,91.14,3.875,4626.3,5.743,72.55,Warning
10555,M003,Fan,42.72,3.531,3641.5,3.491,69.35,Normal
10556,M004,Pump,46.99,0.936,1521.0,3.274,63.07,Normal
10557,M009,Pump,70.52,1.148,234.1,3.275,60.53,Normal
10558,M019,Fan,81.5,6.622,6042.0,5.657,82.1,Warning
10559,M007,Motor,74.17,6.8,6009.7,4.891,71.37,Warning
10560,M004,Motor,71.06,5.179,4863.7,4.753,73.4,Warning
10561,M009,Conveyor,52.85,3.089,416.5,4.268,67.92,Normal
10562,M004,Conveyor,58.87,3.301,3542.3,3.357,65.01,Normal
10563,M006,Motor,72.89,3.658,2101.9,3.314,63.36,Normal
10564,M004,Pump,90.27,5.427,7340.5,4.455,72.36,Warning
10565,M018,Fan,118.89,15.604,5092.2,5.854,89.91,Fault
10566,M009,Pump,63.59,2.647,2753.4,2.903,72.37,Normal
10567,M010,Fan,45.67,3.628,1764.3,3.454,57.66,Normal
10568,M018,Conveyor,55.89,2.746,3369.6,3.811,75.28,Normal
10569,M020,Conveyor,95.32,7.176,4167.4,4.623,88.43,Warning
10570,M002,Compressor,88.19,7.152,6528.9,5.246,85.67,Warning
10571,M013,Conveyor,59.01,3.357,1026.7,3.966,74.11,Normal
10572,M007,Fan,81.72,6.94,3654.2,5.289,85.67,Warning
10573,M009,Compressor,54.71,2.447,1782.1,3.12,63.06,Normal
10574,M003,Motor,63.73,1.634,1487.6,3.451,60.06,Normal
10575,M012,Compressor,92.21,5.215,7893.4,4.69,77.05,Warning
10576,M013,Pump,59.67,2.374,48.4,2.938,66.88,Normal
10577,M017,Fan,44.57,2.557,4617.6,4.284,73.51,Normal
10578,M002,Compressor,73.02,1.65,1178.5,4.273,68.32,Normal
10579,M009,Motor,87.3,4.844,4210.3,4.557,69.15,Warning
10580,M011,Motor,63.09,1.504,2036.1,3.661,71.05,Normal
10581,M005,Conveyor,77.96,6.917,4746.3,5.151,80.12,Warning
10582,M016,Motor,113.83,13.474,9724.9,6.009,95.89,Fault
10583,M003,Pump,66.95,1.36,2338.9,3.299,57.8,Normal
10584,M007,Pump,57.13,1.78,638.0,3.219,61.68,Normal
10585,M005,Compressor,64.76,1.721,3774.1,3.954,64.99,Normal
10586,M012,Conveyor,71.81,2.111,3005.2,2.999,73.25,Normal
10587,M020,Conveyor,83.79,5.594,6102.6,5.522,86.82,Warning
10588,M016,Pump,46.89,1.312,2743.2,3.925,70.81,Normal
10589,M007,Conveyor,65.28,1.5,1228.1,2.948,75.38,Normal
10590,M016,Pump,49.66,2.589,1013.9,4.094,66.69,Normal
10591,M015,Pump,80.82,6.567,4807.3,5.477,76.1,Warning
10592,M003,Pump,74.42,4.949,5299.2,4.82,72.8,Warning
10593,M001,Motor,124.59,12.063,5056.4,6.624,102.37,Fault
10594,M013,Motor,49.44,2.771,2303.9,3.377,70.88,Normal
10595,M007,Fan,102.12,8.995,7676.1,6.294,96.74,Fault
10596,M019,Compressor,73.63,2.682,2570.2,4.251,69.07,Normal
10597,M002,Fan,79.85,5.711,7797.8,4.274,88.9,Warning
10598,M009,Compressor,67.43,1.452,559.1,3.835,63.41,Normal
10599,M017,Conveyor,60.86,1.612,1249.9,3.033,60.87,Normal
10600,M001,Pump,63.16,1.77,3743.6,3.856,56.44,Normal
10601,M011,Compressor,60.72,1.275,2221.8,4.193,72.04,Normal
10602,M017,Fan,113.42,16.591,9473.1,7.176,92.13,Fault
10603,M003,Compressor,51.23,1.181,1930.8,3.274,72.38,Normal
10604,M013,Fan,45.01,2.047,32.8,4.15,65.69,Normal
10605,M019,Pump,52.69,0.949,1784.6,3.858,59.7,Normal
10606,M003,Fan,46.86,3.994,1992.0,3.24,62.38,Normal
10607,M001,Conveyor,63.52,1.949,1029.8,3.591,67.87,Normal
10608,M005,Pump,88.68,6.711,3072.9,5.209,81.33,Warning
10609,M010,Pump,94.72,5.968,7980.0,4.367,79.79,Warning
10610,M004,Compressor,84.53,5.897,3719.4,5.001,81.29,Warning
10611,M020,Fan,53.91,3.2,3543.2,4.011,72.96,Normal
10612,M009,Compressor,64.69,1.415,3315.4,3.763,68.79,Normal
10613,M003,Pump,82.8,6.272,6651.8,4.981,74.76,Warning
10614,M010,Fan,55.15,4.431,1770.2,3.604,65.53,Normal
10615,M002,Pump,58.4,2.559,2006.5,3.924,67.15,Normal
10616,M008,Fan,111.29,18.826,6893.3,6.753,102.52,Fault
10617,M019,Conveyor,54.08,1.893,3701.3,3.87,63.21,Normal
10618,M005,Pump,127.71,15.935,5829.1,6.1,100.87,Fault
10619,M016,Conveyor,84.46,5.996,3458.5,4.373,84.6,Warning
10620,M013,Fan,61.88,1.739,3517.5,3.653,58.22,Normal
10621,M006,Pump,45.99,3.103,5.8,4.093,70.58,Normal
10622,M009,Pump,78.07,6.264,6852.5,5.153,76.92,Warning
10623,M009,Motor,63.27,2.607,2633.9,3.709,69.33,Normal
10624,M011,Fan,74.53,7.232,6888.6,4.148,81.86,Warning
10625,M013,Conveyor,51.28,2.163,4476.5,3.003,60.81,Normal
10626,M004,Conveyor,71.78,1.526,4782.2,3.029,60.6,Normal
10627,M007,Fan,87.3,7.48,7432.0,5.345,80.09,Warning
10628,M007,Pump,84.84,7.197,3037.9,4.987,78.21,Warning
10629,M007,Motor,66.94,1.56,3177.8,3.251,62.64,Normal
10630,M002,Compressor,79.46,8.187,4406.8,4.409,89.09,Warning
10631,M001,Motor,55.07,2.0,3927.2,3.486,68.61,Normal
10632,M005,Conveyor,57.32,2.192,3997.7,4.236,65.49,Normal
10633,M019,Conveyor,84.87,6.728,6851.4,5.048,84.2,Warning
10634,M014,Pump,46.19,3.395,4680.0,4.054,70.27,Normal
10635,M009,Fan,89.71,6.422,4558.1,4.419,81.0,Warning
10636,M009,Fan,55.2,1.717,2032.3,3.776,58.92,Normal
10637,M019,Conveyor,93.2,5.876,4416.2,5.272,88.57,Warning
10638,M011,Motor,48.01,1.426,4535.2,3.197,60.92,Normal
10639,M008,Motor,44.14,1.766,2950.4,4.151,60.39,Normal
10640,M003,Conveyor,85.45,5.491,3792.3,5.704,85.19,Warning
10641,M006,Motor,44.63,2.213,3779.9,3.994,51.43,Normal
10642,M012,Pump,86.65,6.878,5682.7,4.846,78.81,Warning
10643,M010,Fan,43.1,3.336,3584.6,3.688,76.45,Normal
10644,M017,Pump,48.17,0.579,514.3,3.849,55.05,Normal
10645,M009,Conveyor,69.27,3.473,497.7,3.954,60.98,Normal
10646,M001,Pump,90.97,6.233,6792.1,5.269,75.99,Warning
10647,M015,Pump,73.75,0.933,2546.0,3.629,56.51,Normal
10648,M017,Compressor,85.94,4.697,7627.1,5.271,82.38,Warning
10649,M008,Motor,41.99,3.228,905.2,3.693,61.63,Normal
10650,M007,Motor,58.82,1.178,3432.7,3.822,68.36,Normal
10651,M002,Pump,72.22,2.392,1869.2,4.238,56.63,Normal
10652,M004,Conveyor,60.51,2.985,1794.0,4.078,65.35,Normal
10653,M001,Conveyor,57.88,2.698,1610.7,3.015,74.26,Normal
10654,M020,Motor,56.6,3.357,1467.3,3.339,53.86,Normal
10655,M018,Pump,58.77,3.603,512.0,3.957,63.9,Normal
10656,M005,Compressor,63.77,1.143,2876.8,3.32,70.72,Normal
10657,M019,Conveyor,47.1,2.37,3747.9,2.968,70.12,Normal
10658,M003,Compressor,94.47,7.062,7136.5,4.534,78.91,Warning
10659,M018,Pump,67.27,1.88,263.7,3.13,65.15,Normal
10660,M006,Conveyor,47.85,3.396,4607.0,3.357,72.97,Normal
10661,M008,Compressor,60.21,1.674,2460.1,3.186,69.64,Normal
10662,M009,Motor,66.02,2.886,639.9,3.076,66.0,Normal
10663,M019,Compressor,67.86,1.211,2740.5,4.084,66.41,Normal
10664,M018,Conveyor,68.79,3.776,1549.7,3.137,63.45,Normal
10665,M006,Compressor,51.38,3.304,831.4,3.423,67.1,Normal
10666,M020,Pump,67.91,1.53,1858.9,2.906,55.82,Normal
10667,M011,Pump,88.42,4.039,3886.0,4.952,78.43,Warning
10668,M014,Conveyor,80.49,4.343,3852.5,4.985,85.56,Warning
10669,M009,Pump,69.49,3.245,3815.8,3.723,74.38,Normal
10670,M008,Compressor,63.57,2.719,2868.2,3.641,74.72,Normal
10671,M018,Fan,62.34,4.004,360.3,3.19,65.53,Normal
10672,M007,Pump,59.96,0.633,4198.8,3.805,67.41,Normal
10673,M012,Compressor,92.27,4.91,3646.0,4.564,85.98,Warning
10674,M020,Compressor,69.83,2.786,33.7,4.028,62.77,Normal
10675,M011,Motor,43.96,1.516,4412.7,3.169,64.06,Normal
10676,M020,Pump,67.39,0.643,2384.0,3.304,63.66,Normal
10677,M003,Fan,44.46,3.461,2744.3,3.791,59.88,Normal
10678,M006,Pump,76.92,5.644,7368.3,4.87,79.76,Warning
10679,M011,Fan,52.8,2.703,3719.9,3.398,64.8,Normal
10680,M006,Compressor,64.91,1.187,4937.2,3.057,73.79,Normal
10681,M005,Fan,44.57,2.799,1239.8,3.104,62.52,Normal
10682,M011,Fan,43.1,3.387,1652.0,3.614,66.2,Normal
10683,M016,Conveyor,59.97,1.685,2059.2,3.557,74.07,Normal
10684,M010,Conveyor,82.97,5.468,3214.0,4.859,76.9,Warning
10685,M001,Compressor,54.02,3.33,3047.9,3.041,60.82,Normal
10686,M007,Motor,42.13,1.603,3113.7,3.563,67.74,Normal
10687,M004,Fan,87.41,6.93,5765.5,4.782,81.63,Warning
10688,M003,Conveyor,61.83,2.348,4350.4,3.467,65.42,Normal
10689,M005,Fan,76.28,5.389,6202.9,4.549,76.36,Warning
10690,M006,Fan,40.27,3.936,4671.7,4.214,56.78,Normal
10691,M018,Fan,66.7,4.167,4009.0,3.579,60.53,Normal
10692,M018,Fan,57.7,3.036,2663.9,3.926,72.68,Normal
10693,M016,Motor,73.42,2.002,1404.9,2.969,66.25,Normal
10694,M002,Fan,113.41,15.7,8925.7,5.843,90.93,Fault
10695,M017,Fan,47.68,4.58,4105.5,3.778,55.33,Normal
10696,M012,Pump,70.51,2.887,2861.8,3.165,56.28,Normal
10697,M016,Fan,84.81,4.963,5525.2,4.344,82.41,Warning
10698,M004,Pump,71.4,2.126,2285.1,3.499,69.77,Normal
10699,M011,Motor,53.87,1.951,3136.4,3.511,58.62,Normal
10700,M020,Fan,58.95,3.933,4003.2,3.018,66.03,Normal
10701,M003,Motor,41.23,2.026,1289.8,3.709,58.34,Normal
10702,M003,Pump,81.83,6.812,6189.6,4.587,77.29,Warning
10703,M005,Conveyor,64.04,2.38,2787.6,4.056,65.08,Normal
10704,M004,Fan,49.91,4.465,1790.4,3.069,63.41,Normal
10705,M017,Conveyor,53.16,2.635,416.3,2.767,71.56,Normal
10706,M012,Conveyor,64.48,1.679,3836.9,3.451,74.59,Normal
10707,M001,Motor,55.33,3.014,427.0,3.122,51.82,Normal
10708,M017,Fan,60.14,1.528,1174.7,3.089,61.2,Normal
10709,M003,Conveyor,60.73,4.27,1194.1,4.331,74.88,Normal
10710,M019,Compressor,90.68,4.416,3186.5,4.029,80.4,Warning
10711,M004,Conveyor,49.19,3.673,1479.6,3.964,57.76,Normal
10712,M003,Conveyor,49.78,4.31,4228.1,2.849,60.39,Normal
10713,M010,Compressor,64.66,1.502,431.5,2.867,71.87,Normal
10714,M003,Compressor,48.12,3.326,3974.3,3.536,72.84,Normal
10715,M003,Conveyor,50.82,3.253,1472.7,3.361,73.05,Normal
10716,M001,Pump,48.59,1.836,3010.2,3.707,65.05,Normal
10717,M020,Conveyor,57.41,2.644,4939.5,2.831,71.04,Normal
10718,M018,Motor,43.76,3.176,4761.1,3.433,59.22,Normal
10719,M016,Conveyor,52.6,2.954,3868.4,3.972,63.05,Normal
10720,M019,Fan,48.52,1.892,1291.5,2.62,73.6,Normal
10721,M013,Pump,61.62,0.984,3819.5,3.361,62.14,Normal
10722,M006,Motor,55.3,1.348,2662.1,4.133,55.84,Normal
10723,M010,Pump,57.74,0.901,1565.8,4.014,68.71,Normal
10724,M013,Motor,45.87,2.75,2183.4,2.991,62.95,Normal
10725,M019,Fan,66.3,2.779,4198.0,3.035,75.07,Normal
10726,M020,Fan,54.99,2.098,2878.4,3.13,70.89,Normal
10727,M004,Compressor,71.79,3.809,2830.7,3.223,73.28,Normal
10728,M016,Motor,66.81,0.865,2053.4,3.594,60.14,Normal
10729,M019,Motor,104.19,14.205,7888.1,5.043,84.26,Fault
10730,M020,Compressor,53.81,1.385,481.4,3.762,60.62,Normal
10731,M002,Fan,60.39,2.574,422.6,3.162,70.74,Normal
10732,M007,Fan,39.63,4.399,3256.9,3.798,62.17,Normal
10733,M019,Fan,41.59,3.379,1893.0,3.336,71.91,Normal
10734,M019,Pump,98.22,13.745,7981.5,5.559,88.49,Fault
10735,M011,Pump,77.07,5.797,3933.4,4.939,76.44,Warning
10736,M005,Conveyor,48.67,2.77,4828.0,3.745,61.08,Normal
10737,M008,Motor,80.28,6.446,3784.9,5.276,70.58,Warning
10738,M006,Compressor,91.53,4.014,7863.1,4.9,86.99,Warning
10739,M005,Pump,93.24,6.185,3583.8,5.08,83.39,Warning
10740,M003,Pump,63.93,2.593,4561.3,3.989,65.28,Normal
10741,M016,Conveyor,66.93,4.095,1608.6,3.986,60.03,Normal
10742,M004,Pump,72.82,4.198,5620.1,4.492,80.06,Warning
10743,M018,Fan,66.51,3.228,381.5,3.883,61.87,Normal
10744,M002,Conveyor,73.62,4.334,4843.0,2.996,61.91,Normal
10745,M015,Conveyor,65.26,4.094,1749.0,3.126,69.01,Normal
10746,M015,Fan,61.97,2.174,1067.1,3.571,71.72,Normal
10747,M016,Compressor,48.85,2.551,479.6,3.018,71.79,Normal
10748,M005,Compressor,94.39,5.989,7891.4,4.423,82.64,Warning
10749,M011,Pump,43.25,3.017,2290.6,2.923,70.35,Normal
10750,M017,Compressor,61.42,3.678,4743.5,3.333,63.72,Normal
10751,M012,Compressor,86.1,4.876,7307.2,4.421,76.66,Warning
10752,M006,Compressor,60.79,3.446,4579.7,3.961,65.87,Normal
10753,M013,Conveyor,77.87,5.828,4221.5,4.611,74.85,Warning
10754,M018,Pump,58.76,0.88,140.9,3.182,55.18,Normal
10755,M003,Pump,53.87,0.669,1258.6,3.371,77.25,Normal
10756,M012,Conveyor,61.59,2.926,392.5,3.003,71.35,Normal
10757,M004,Compressor,90.59,6.999,3418.4,5.265,78.86,Warning
10758,M015,Fan,102.87,10.255,7375.1,6.077,98.85,Fault
10759,M002,Conveyor,71.63,4.996,6867.3,4.851,92.73,Warning
10760,M007,Conveyor,47.35,2.257,3933.7,2.658,74.31,Normal
10761,M017,Motor,72.49,3.898,370.1,3.16,65.93,Normal
10762,M004,Compressor,86.0,5.152,4782.6,4.853,84.01,Warning
10763,M004,Motor,58.42,0.941,1734.2,3.239,63.49,Normal
10764,M014,Conveyor,58.66,2.055,1593.9,3.944,67.32,Normal
10765,M015,Pump,64.7,2.112,1272.9,3.539,62.95,Normal
10766,M003,Compressor,91.55,5.441,7486.4,4.643,73.65,Warning
10767,M011,Pump,61.68,0.568,452.8,4.055,65.99,Normal
10768,M009,Motor,63.07,1.869,806.3,3.233,68.27,Normal
10769,M012,Compressor,95.05,6.135,6071.5,4.458,81.82,Warning
10770,M010,Motor,63.74,1.029,2810.9,3.044,64.71,Normal
10771,M013,Pump,51.11,2.922,4733.3,3.152,59.19,Normal
10772,M020,Conveyor,43.57,3.796,435.4,3.027,60.44,Normal
10773,M010,Compressor,51.88,3.118,1783.1,4.083,70.07,Normal
10774,M015,Conveyor,79.54,3.259,3196.3,3.638,70.4,Normal
10775,M019,Compressor,116.81,9.369,6551.2,6.886,98.46,Fault
10776,M014,Conveyor,71.9,2.276,1168.0,3.89,68.19,Normal
10777,M008,Compressor,95.37,5.815,4026.4,4.38,81.05,Warning
10778,M018,Pump,69.58,1.747,3150.2,3.993,55.56,Normal
10779,M019,Compressor,49.72,3.91,1190.9,2.923,60.24,Normal
10780,M008,Conveyor,47.73,2.896,863.6,4.029,81.19,Normal
10781,M013,Conveyor,53.96,3.125,2250.6,4.297,74.53,Normal
10782,M017,Compressor,50.31,2.874,1356.5,4.102,70.66,Normal
10783,M016,Conveyor,67.83,2.232,3800.6,2.901,67.57,Normal
10784,M004,Fan,64.11,3.549,1220.0,3.923,59.46,Normal
10785,M020,Fan,66.14,2.752,3937.1,3.759,66.2,Normal
10786,M001,Fan,41.74,1.94,236.5,2.828,58.36,Normal
10787,M003,Compressor,55.32,3.042,4181.2,3.635,69.59,Normal
10788,M004,Conveyor,89.53,12.03,8564.8,6.349,95.33,Fault
10789,M020,Fan,52.77,3.286,3188.8,4.137,68.11,Normal
10790,M003,Fan,72.39,3.466,742.4,3.642,68.57,Normal
10791,M014,Pump,63.24,1.534,2856.9,3.213,55.12,Normal
10792,M018,Conveyor,49.15,3.463,712.6,3.784,70.8,Normal
10793,M005,Motor,53.07,2.181,1799.2,3.014,62.17,Normal
10794,M007,Fan,57.49,4.179,3749.0,2.905,71.36,Normal
10795,M018,Motor,117.14,7.192,7325.3,5.684,105.05,Fault
10796,M018,Motor,56.23,1.895,3817.2,3.122,66.93,Normal
10797,M014,Compressor,56.9,1.478,1669.6,3.989,59.02,Normal
10798,M016,Conveyor,52.16,1.389,3928.5,4.071,70.72,Normal
10799,M013,Fan,60.14,2.932,724.4,3.933,69.43,Normal
10800,M008,Compressor,71.33,1.7,3321.6,3.142,66.74,Normal
10801,M019,Compressor,67.96,0.983,2312.4,2.947,68.35,Normal
10802,M009,Pump,52.09,0.94,971.1,2.938,65.65,Normal
10803,M009,Fan,44.17,2.507,554.7,3.857,60.98,Normal
10804,M016,Compressor,122.73,14.841,5191.3,6.791,90.83,Fault
10805,M018,Motor,43.31,1.91,4482.9,4.045,59.73,Normal
10806,M003,Pump,78.51,5.214,7481.3,5.061,81.36,Warning
10807,M016,Compressor,90.95,6.622,6687.5,5.069,80.12,Warning
10808,M020,Motor,45.48,2.001,406.0,4.204,63.21,Normal
10809,M005,Compressor,59.66,1.452,3343.2,3.832,68.92,Normal
10810,M002,Pump,71.88,0.842,1471.9,2.998,56.75,Normal
10811,M013,Conveyor,63.07,2.134,3808.8,2.928,77.77,Normal
10812,M012,Motor,75.57,4.633,3932.0,3.648,67.3,Normal
10813,M004,Motor,49.98,3.982,3788.7,3.441,55.74,Normal
10814,M016,Fan,64.62,3.643,4277.3,3.94,63.74,Normal
10815,M019,Motor,47.18,1.465,2539.6,4.133,60.82,Normal
10816,M002,Pump,61.27,1.274,3645.8,3.959,67.63,Normal
10817,M015,Pump,53.86,1.616,1120.2,3.688,58.52,Normal
10818,M012,Pump,57.74,1.731,3404.6,4.109,56.54,Normal
10819,M010,Pump,46.26,1.629,3003.3,3.977,56.45,Normal
10820,M020,Conveyor,46.86,4.532,1724.5,3.743,65.72,Normal
10821,M005,Motor,112.94,9.366,9402.2,6.932,92.95,Fault
10822,M007,Pump,59.28,2.61,68.1,4.22,64.58,Normal
10823,M019,Conveyor,63.63,2.58,4851.9,2.98,76.53,Normal
10824,M004,Fan,70.56,6.489,7832.8,4.346,74.56,Warning
10825,M002,Conveyor,103.79,7.082,6257.2,6.828,114.17,Fault
10826,M006,Fan,66.03,3.042,3866.9,4.165,63.46,Normal
10827,M010,Conveyor,98.78,5.021,4685.7,5.722,90.11,Warning
10828,M005,Conveyor,69.65,1.948,3091.4,3.742,70.26,Normal
10829,M003,Pump,69.66,1.543,4121.2,3.281,57.06,Normal
10830,M006,Motor,60.73,3.488,3286.2,3.441,52.12,Normal
10831,M015,Pump,50.84,0.541,2427.3,4.108,63.82,Normal
10832,M002,Compressor,53.34,1.434,403.0,3.552,70.96,Normal
10833,M017,Pump,109.15,10.966,9091.5,7.189,94.95,Fault
10834,M011,Motor,45.24,3.792,1978.4,2.874,63.36,Normal
10835,M008,Motor,56.34,3.835,2253.8,3.08,63.39,Normal
10836,M002,Pump,51.39,1.897,425.5,4.258,58.42,Normal
10837,M001,Compressor,57.85,1.779,1931.8,3.916,67.18,Normal
10838,M004,Conveyor,130.08,8.755,7024.7,5.756,96.29,Fault
10839,M010,Pump,120.16,8.865,6524.4,7.001,90.13,Fault
10840,M016,Motor,68.76,1.289,3979.3,3.391,62.18,Normal
10841,M006,Motor,69.75,1.147,201.8,3.203,54.76,Normal
10842,M009,Motor,46.28,2.405,371.5,4.08,59.85,Normal
10843,M004,Conveyor,73.53,2.14,4210.9,3.83,70.96,Normal
10844,M010,Conveyor,66.9,2.564,1952.5,3.74,75.29,Normal
10845,M004,Pump,70.68,3.059,106.1,2.946,74.08,Normal
10846,M010,Fan,69.09,2.337,3814.9,4.034,63.63,Normal
10847,M012,Conveyor,92.1,6.28,7182.9,4.19,80.54,Warning
10848,M011,Pump,50.35,0.981,1386.4,3.922,62.25,Normal
10849,M003,Compressor,81.55,1.744,230.3,4.032,69.12,Normal
10850,M018,Motor,64.7,1.089,4938.3,3.159,61.51,Normal
10851,M001,Compressor,98.72,6.603,7444.9,4.601,79.9,Warning
10852,M016,Motor,62.99,2.567,2002.6,3.451,64.57,Normal
10853,M006,Pump,58.6,2.732,4324.0,2.79,67.4,Normal
10854,M013,Fan,56.19,3.826,4834.5,3.742,69.19,Normal
10855,M019,Pump,57.24,0.786,4178.1,3.147,56.66,Normal
10856,M007,Fan,96.36,15.642,5235.6,5.004,99.22,Fault
10857,M016,Conveyor,53.72,2.222,907.6,3.768,60.72,Normal
10858,M016,Motor,60.73,2.146,4170.8,3.772,66.85,Normal
10859,M020,Pump,49.52,1.724,4795.3,3.814,74.29,Normal
10860,M018,Pump,57.22,2.407,4818.6,3.998,66.88,Normal
10861,M011,Fan,90.42,10.232,7533.9,5.885,99.21,Fault
10862,M010,Conveyor,51.5,3.923,630.7,3.226,70.84,Normal
10863,M007,Conveyor,75.68,4.112,715.1,3.474,62.86,Normal
10864,M019,Fan,77.99,6.131,6057.1,5.096,76.93,Warning
10865,M018,Conveyor,91.2,6.597,6969.4,4.815,88.15,Warning
10866,M006,Motor,60.77,0.991,4177.9,3.866,61.41,Normal
10867,M017,Pump,50.13,2.308,3733.1,3.151,54.88,Normal
10868,M009,Conveyor,70.72,3.579,4574.1,3.853,74.59,Normal
10869,M020,Motor,76.62,4.887,7418.9,4.569,72.81,Warning
10870,M019,Compressor,64.96,2.5,3626.5,3.303,64.19,Normal
10871,M007,Conveyor,127.32,14.019,8979.3,6.298,106.23,Fault
10872,M020,Conveyor,107.64,8.636,9249.2,6.834,90.73,Fault
10873,M017,Conveyor,95.09,11.549,8762.2,6.252,93.18,Fault
10874,M002,Fan,50.79,3.974,326.0,3.711,61.98,Normal
10875,M010,Pump,57.78,3.457,1623.9,3.489,71.7,Normal
10876,M013,Pump,60.38,2.719,1365.8,4.147,67.91,Normal
10877,M014,Motor,80.88,5.28,4215.2,5.076,73.98,Warning
10878,M007,Pump,110.81,12.162,5314.9,5.188,90.71,Fault
10879,M013,Conveyor,90.23,5.945,5341.5,4.488,81.63,Warning
10880,M007,Fan,42.24,2.933,1107.5,4.057,60.58,Normal
10881,M006,Fan,94.94,6.55,4818.8,5.601,75.91,Warning
10882,M014,Pump,53.0,3.426,4584.6,3.692,66.03,Normal
